date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fifth Floor: Maine,Zachary K. Dawson,Regent University School of Divinity,The Essential Sociolinguistic Principles of Register Analysis for New Testament Exegesis,New Testament Greek Language and Exegesis,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: Simmons,Michael Grisanti,The Master's Seminary,Moderator,Old Testament Narrative Literature,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Simmons,Alaa Salloum,Dallas Theological Seminary,No King in Israel: Rethinking the Refrain in the Epilogue to Judges,Old Testament Narrative Literature,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Simmons,Alexandra K. Prentice,Sydney Missionary and Bible College,"Holiness, Ḥērem, and Heavy Rain: Feeling the Aﬀective-Narrative Strategies of Ezra 9-10 ",Old Testament Narrative Literature,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Simmons,John Soden,Training Leaders International,Exposing Temptation in Genesis 3: The Role of Ambiguity in the Action and in the Reaction,Old Testament Narrative Literature,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Simmons,Mark A. Hassler,Independent Scholar,Israel Attacks Ai: Signiﬁcance of the Rhetorical Features in Joshua 7-8,Old Testament Narrative Literature,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Vineyard,Brian Gault,Dallas Theological Seminary,Moderator,Old Testament Wisdom Literature,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Vineyard,Kyle C. Dunham,Detroit Baptist Theological Seminary,Canonical Closure Formulas and Ecclesiastes’s Epilogue: Implications for Provenance,Old Testament Wisdom Literature,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Vineyard,Michael C. Lyons,Columbia International University,Fear of the LORD: An Argument for Torah Loyalty,Old Testament Wisdom Literature,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Vineyard,Timothy Little,Faith Baptist Theological Seminary,Dechristologizing the Song of Songs: Applying the Song Through the Lens of Divine Absence,Old Testament Wisdom Literature,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Vineyard,Ted Hildebrandt,Gordon College,Using AI to Enhance Biblical Understanding and Teaching of Proverbs,Old Testament Wisdom Literature,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Brian Shelton,Asbury University,Moderator,Patristic and Medieval History,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Donald Fairbairn,Gordon-Conwell Theological Seminary,"The Suﬃciency of Nicaea from Ephesus I to Chalcedon, 431-451",Patristic and Medieval History,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,(Boston College) Singing the Creed: Scripture, Theology, and Ecclesial Worship in Nicaea and its Reception",Patristic and Medieval History,,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,David Hunter*,Boston College,Pastoral Concerns in the Canons of Nicaea and their Precedents,Patristic and Medieval History,,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,5:45 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Respondent: Glen Thompson,Asia Lutheran Seminary,,Patristic and Medieval History,,5:30 PM,,False,False,
November 19th,Wednesday,5:45 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Panel Discussion and Q&A,,,Patristic and Medieval History,,5:30 PM,5:45 PM,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Greg Forster,Trinity Evangelical Divinity School,Moderator,Public Theology,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Dennis Hollinger,Gordon-Conwell Theological Seminary,"Government and Politics: From Creation or the Fall, and Does it Matter?",Public Theology,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Daniel Timmer,"PRTS, FTE-Acadia",Ideological Critique as a Key to Developing Biblical Critical Theory from Prophetic Literature,Public Theology,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Matthew Akers,Mid-America Baptist Theological Seminary,Carl Henry’s Proposal for Implementing a Progressive Fundamentalistic Approach to Social Action,Public Theology,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Mimi Haddad,CBE International,"A Crisis of Truth, Shared Values, Integrity, and Humility: Francis Collins’s Epistemology",Public Theology,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Martin Klauber,Trinity Evangelical Divinity School / Puritan Reformed Theological Seminary,Moderator,Reformation Studies,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Eric Lundeen,Christ Our Redeemer Seminary, Apostolic Allegory in a Literal Age: Reformation Readings of Galatians 4:21-31",Reformation Studies,,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Sam Neulsaem Ha,Calvin Theological Seminary,Covenant as Consolation: Calvin’s Approach to Temporal Suﬀering and Eternal Happiness,Reformation Studies,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Jeb Ralston,University of Geneva / Trinity Evangelical Divinity School,Zwingli the ‘Pelagian’? Reconsidering Zwingli’s Doctrine of Original Sin and Sickness,Reformation Studies,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Maarten Kuivenhoven,Puritan Reformed Theological Seminary,The Dignitas of Humanity in Wolfgang Musculus' Interpretation of Psalm 8,Reformation Studies,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Yarmouth,Kenneth Stewart,Covenant College,Moderator,Scottish Church History and Theology Study Group,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Yarmouth,Chad Van Dixhoorn,"Reformed Theological Seminary, Charlotte",Samuel Rutherford and the Problem of Puritanical Scottish Presbyterians,Scottish Church History and Theology Study Group,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Yarmouth,David G. Whitla,Reformed Presbyterian Theological Seminary,Archibald Johnston of Wariston and the Puritan Practice of Providence,Scottish Church History and Theology Study Group,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Yarmouth,Lee Gatiss,Greystone Theological Institute,John Owen in Scotland,Scottish Church History and Theology Study Group,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Yarmouth,Jonathan Master*,Greenville Presbyterian Theological Seminary,Reexamining the Puritan Doctrine of Assurance in Scottish Theology,Scottish Church History and Theology Study Group,,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Sheraton - Second Floor: Back Bay Ballroom A,Carmen Imes,Talbot School of Theology,Selectively Singing the Signs and Wonders: Psalms 78 and 105 and the Exodus,Scriptural Use of Scripture,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Sheraton - Second Floor: Back Bay Ballroom A,Matthew E. Swale,Warner University,Deep Recalls Deep: The Use of Exodus in Psalms 42-43,Scriptural Use of Scripture,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Sheraton - Second Floor: Back Bay Ballroom A,Andrew Witt,Tyndale University,The Transforming Presence of the God of Jacob: The Use of Scripture in Psalm 114,Scriptural Use of Scripture,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom A,Panel Discussion of the Liturgical Afterlife of Exodus in Psalms,,,Scriptural Use of Scripture,,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Michael Reardon,Canada Christian College and School of Graduate Theological Studies,Moderator,The Doctrine of Deiﬁcation,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Carl Mosser,Independent Scholar,"Deiﬁcation and the Nicene Creed: Arius, Alexander, and the Scope of Graced Exchange",The Doctrine of Deiﬁcation,False,3:00 PM,,False,False,
November 19th,Wednesday,3:30 PM,4:00 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Veli-Matti Kärkkäinen*,Fuller Theological Seminary,The Indwelling Christ through the Spirit is Christian Salvation: Martin Luther & Watchman Nee,The Doctrine of Deiﬁcation,,3:50 PM,3:30 PM,False,False,
November 19th,Wednesday,4:00 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Ben Blackwell,Westminster Theological Centre,Deiﬁcation and the Infusion of Grace: Articulating a Triune Personal Encounter,The Doctrine of Deiﬁcation,False,3:50 PM,4:00 PM,False,False,
November 19th,Wednesday,4:40 PM,5:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Myk Habets,Laidlaw College,The Spiritual Saga of a Creaturely Soul-Revisited,The Doctrine of Deiﬁcation,False,4:40 PM,,False,False,
November 19th,Wednesday,5:10 PM,5:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Brian Chiu,Logos Evangelical Seminary,Abiding in the Divine Trinity: Johannine Perichoretic Deiﬁcation in Witness Lee’s Reading,The Doctrine of Deiﬁcation,,5:30 PM,5:10 PM,False,False,
November 19th,Wednesday,5:40 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Panel Discussion and Q&A,,,The Doctrine of Deiﬁcation,,5:30 PM,5:40 PM,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Sheraton - Second Floor: Back Bay Ballroom B,Michael Haykin,The Southern Baptist Theological Seminary,"These Celestial Lines: British & Irish Baptists and their Love of the Bible, 1640s-1840s",The Doctrine of Scripture,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Sheraton - Second Floor: Back Bay Ballroom B,David Dockery,Southwestern Baptist Theological Seminary,Key Developments in the Doctrine of Scripture in Southern Baptist Life,The Doctrine of Scripture,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Sheraton - Second Floor: Back Bay Ballroom B,Malcolm Yarnell*,Southwestern Baptist Theological Seminary,Applying the Regula Fidei to Contemporary Evangelical Theological Formation,The Doctrine of Scripture,,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom B,Craig Carter,Tyndale University College & Seminary,Are Baptists Protestants? The Particular Baptists Between Biblicism and Confessionalism,The Doctrine of Scripture,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: Wellesley,Katherine Davis,Sydney Missionary & Bible College,Moderator,Torah Session,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Wellesley,Sung Jin Park,Midwestern Baptist Theological Seminary,"Unequal Penalties? A Study of Judicial Disparities in Deuteronomy 22:13-21 ",Torah Session,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Wellesley,Igal German,Moody Theological Seminary,Demystifying the Use of ʾĕlōhîm and Deiﬁcation in the Book of Exodus: A Theological Reappraisal,Torah Session,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Wellesley,Justin M. Young,Gordon-Conwell Theological Seminary,"Two Tablets, One Account: Reassessing the Referent of ת0דעֵ in Exodus 24-40",Torah Session,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Wellesley,Kenneth Way,"Talbot School of Theology, Biola University",Goodness and Creaturely Finitude: Time and Limits in Genesis 1-11 and Christian Practice,Torah Session,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Falmouth,Christie Chadwick,Adventist College of Paraná,Moderator,Adventist Theological Society,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Falmouth,Ruth Anne Reese,Asbury Theological Seminary,"The Suﬀering Savior, the Suﬀering Church, and Right Behavior for Today: A Study in 1 Peter",Adventist Theological Society,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Falmouth,Isaac Malheiros,"Adventist University of Sao Paulo, Brazil",Identity and Mission in Jesus' Journey to Jerusalem in the Gospel of Luke,Adventist Theological Society,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Falmouth,Luan Henrique Gomes Ribeiro,Princeton Theological Seminary,"A New Race, a Third Race, or No Race? Revisiting Ethnic Reasoning in Early Christianity",Adventist Theological Society,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Falmouth,Keldie Paroschi,Biblical Research Institute,The Same Made New: The Resurrection Body as a Framework for Christian Identity,Adventist Theological Society,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Sheraton - Third Floor: Commonwealth,Paul M. Gould,Palm Beach Atlantic University,Moderator,Evangelical Philosophical Society,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Sheraton - Third Floor: Commonwealth,Kevin Diller,Taylor University,Non-Penal Retributive Justice,Evangelical Philosophical Society,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Sheraton - Third Floor: Commonwealth,Frederick Choo,Rutgers University,Does Divine Command Theory Exempt Psychopaths from Morality?,Evangelical Philosophical Society,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Sheraton - Third Floor: Commonwealth,TBD,,,Evangelical Philosophical Society,,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Sheraton - Third Floor: Commonwealth,Chris Firestone,Champion Christian College,Rational Religious Love,Evangelical Philosophical Society,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: MIT,Elijah Hess,St. Louis Community College,Moderator,Evangelical Philosophical Society,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: MIT,Elisabeth Anne Dawson,Biola University,Dyothelitism and Libertarian Free Will,Evangelical Philosophical Society,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: MIT,Matthew Flummer,Porterville College,A Dozen (or so) Arguments for Free Will,Evangelical Philosophical Society,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: MIT,Ben Whittington,Anderson University,Electing the Means: A Corporate and Open Theistic Perspective on Divine Election,Evangelical Philosophical Society,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: MIT,Andrew Jennings,Southwest Baptist Theological Seminary,Free Choice with Modal Collapse,Evangelical Philosophical Society,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Sheraton - Third Floor: Fairfax A,William Lane Craig,Talbot School of Theology,Can N. T. Wright’s View of the Nature of Justiﬁcation Be Saved?,Evangelical Philosophical Society,True,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Sheraton - Third Floor: Fairfax A,David Talcott,New Saint Andrews College,Defending Correspondence: A Critique of Dru Johnson’s Account of Truth in Biblical Philosophy,Evangelical Philosophical Society,False,3:50 PM,,False,False,
